geometry,rand_point_id,SAMPLE_LC1,lat,lon,code
POINT (-76.86335528960323 38.12654278468933),19337,82,38.126542784689335,-76.86335528960323,crops
POINT (-97.52810344859741 44.27819108829482),6719,82,44.27819108829482,-97.5281034485974,crops
POINT (-82.06318270913069 40.71557161236174),6643,82,40.715571612361735,-82.06318270913069,crops
POINT (-91.47337531383207 30.41999681277018),8619,82,30.41999681277018,-91.47337531383208,crops
POINT (-96.50724845236334 45.93218078537417),15366,82,45.93218078537417,-96.50724845236334,crops
POINT (-95.82063045742281 40.26945401277658),6111,82,40.269454012776585,-95.8206304574228,crops
POINT (-96.58933175868943 42.32894579021961),852,82,42.328945790219606,-96.58933175868944,crops
POINT (-87.93756285929965 39.22734868513307),4921,82,39.22734868513306,-87.93756285929966,crops
POINT (-119.899184021108 47.56575752074049),16263,82,47.56575752074049,-119.89918402110796,crops
POINT (-87.4340305780769 38.02360313040142),2116,82,38.02360313040142,-87.43403057807691,crops
POINT (-89.31331140897319 40.65473969299243),14310,82,40.65473969299243,-89.31331140897318,crops
POINT (-93.44863839012569 44.18754451354575),4894,82,44.18754451354575,-93.4486383901257,crops
POINT (-88.05154410068661 39.66360639538842),3118,82,39.66360639538842,-88.05154410068661,crops
POINT (-90.5139330228065 41.31684864955903),3162,82,41.31684864955903,-90.5139330228065,crops
POINT (-96.83744849644891 46.32557757767082),14856,82,46.32557757767082,-96.83744849644891,crops
POINT (-92.70556172799469 41.47867324268462),10457,82,41.478673242684614,-92.70556172799469,crops
POINT (-94.09310572534312 44.09273724031941),24653,82,44.0927372403194,-94.09310572534314,crops
POINT (-96.31090840044145 46.50182921724199),14205,82,46.50182921724199,-96.31090840044143,crops
POINT (-98.11762431950322 35.09736789997805),4453,82,35.09736789997805,-98.11762431950321,crops
POINT (-98.29998455382902 40.54302440782826),4147,82,40.54302440782826,-98.29998455382902,crops
POINT (-87.23977511457916 37.6070381266569),22925,82,37.6070381266569,-87.23977511457916,crops
POINT (-94.06406913979063 44.56047815995428),3958,82,44.56047815995428,-94.06406913979065,crops
POINT (-99.67555672648126 47.66767584520034),9078,82,47.66767584520035,-99.67555672648126,crops
POINT (-96.29781265782682 44.13869724771467),21840,82,44.138697247714674,-96.29781265782681,crops
POINT (-80.57558690095662 33.09989406700625),4883,82,33.09989406700625,-80.57558690095662,crops
POINT (-84.05204371598268 43.28731460360509),18541,82,43.28731460360509,-84.05204371598269,crops
POINT (-89.38528091720141 35.64824034326953),5669,82,35.64824034326953,-89.3852809172014,crops
POINT (-116.6760465342471 43.81340651881711),1713,82,43.81340651881711,-116.67604653424708,crops
POINT (-93.80318128952497 42.70359286441286),13028,82,42.70359286441286,-93.80318128952496,crops
POINT (-88.93091410873109 39.26617919684138),14521,82,39.266179196841385,-88.9309141087311,crops
POINT (-99.92294425667234 48.71036136115046),22665,82,48.71036136115047,-99.92294425667234,crops
POINT (-98.2417572751295 38.22050064740052),18425,82,38.22050064740052,-98.24175727512952,crops
POINT (-92.95425328600632 43.86668943858356),3042,82,43.86668943858356,-92.95425328600632,crops
POINT (-83.81108667182424 31.24124396048947),14199,82,31.241243960489477,-83.81108667182424,crops
POINT (-98.27374447646169 41.96453170026655),12481,82,41.96453170026656,-98.2737444764617,crops
POINT (-80.41774622253925 35.34114257939796),5034,82,35.34114257939796,-80.41774622253925,crops
POINT (-86.24274044150424 40.87004080778898),5207,82,40.870040807788975,-86.24274044150422,crops
POINT (-76.20846613118678 35.85203472886035),15741,82,35.85203472886035,-76.20846613118678,crops
POINT (-99.3725865605513 45.97237249691319),9937,82,45.97237249691319,-99.3725865605513,crops
POINT (-121.7124393849246 38.0646362349745),2869,82,38.0646362349745,-121.71243938492456,crops
POINT (-82.54199335684505 39.72466882948906),23928,82,39.72466882948906,-82.54199335684504,crops
POINT (-83.09648988096731 40.96310022982554),5811,82,40.96310022982553,-83.09648988096731,crops
POINT (-101.604821139631 31.63916316274016),4477,82,31.639163162740157,-101.604821139631,crops
POINT (-99.66477200976476 48.30029517330854),5729,82,48.300295173308534,-99.66477200976476,crops
POINT (-87.60044924571424 39.72641279267037),21709,82,39.72641279267037,-87.60044924571423,crops
POINT (-97.22009665113669 39.69386717130649),21681,82,39.69386717130649,-97.22009665113669,crops
POINT (-89.24041525796625 35.58484042225401),5670,82,35.58484042225401,-89.24041525796625,crops
POINT (-109.9438622784491 48.71295336724437),22587,82,48.71295336724437,-109.94386227844907,crops
POINT (-90.58043468158253 42.74821088009147),23187,82,42.74821088009147,-90.5804346815825,crops
POINT (-95.50456051669818 40.87832409669716),18919,82,40.878324096697156,-95.50456051669819,crops
POINT (-97.60195534622723 37.38909234556352),11282,82,37.38909234556352,-97.60195534622723,crops
POINT (-102.2429055004579 46.83001958727549),6342,82,46.830019587275494,-102.24290550045784,crops
POINT (-84.33172350435389 43.47739116416449),18542,82,43.477391164164494,-84.33172350435389,crops
POINT (-77.0004822266485 37.59216952951299),7328,82,37.592169529512994,-77.0004822266485,crops
POINT (-89.75168876005691 36.82498129754456),16079,82,36.82498129754456,-89.75168876005692,crops
POINT (-85.88363820130196 37.00766928715529),22437,82,37.00766928715529,-85.88363820130196,crops
POINT (-102.5266656151474 34.52602767241896),8918,82,34.526027672418955,-102.52666561514744,crops
POINT (-89.76477077408904 41.72175528047787),20961,82,41.721755280477865,-89.76477077408904,crops
POINT (-101.6926539610519 47.81520422668995),13006,82,47.81520422668995,-101.69265396105189,crops
POINT (-86.21281434553947 41.57853688928554),13764,82,41.57853688928553,-86.21281434553947,crops
POINT (-84.49405710233766 40.18590763118576),9747,82,40.185907631185756,-84.49405710233765,crops
POINT (-90.1369032720969 38.26151888530217),19174,82,38.26151888530217,-90.1369032720969,crops
POINT (-87.46949150710411 40.70969355152027),1125,82,40.709693551520274,-87.46949150710411,crops
POINT (-110.7456434547534 48.14489679093635),1605,82,48.14489679093636,-110.74564345475338,crops
POINT (-78.50784242264832 42.96115340461416),12616,82,42.96115340461415,-78.50784242264831,crops
POINT (-91.90890251656053 42.90023545680624),5883,82,42.90023545680624,-91.90890251656052,crops
POINT (-110.9219563369573 48.43605613548114),7452,82,48.43605613548114,-110.92195633695731,crops
POINT (-84.15126549212486 41.97686439202094),26214,82,41.976864392020936,-84.15126549212486,crops
POINT (-95.96650487011853 47.55034624085113),25276,82,47.550346240851134,-95.96650487011853,crops
POINT (-90.61554468611749 44.7022020315618),24808,82,44.70220203156181,-90.61554468611747,crops
POINT (-100.2148856206193 44.40789229689557),20161,82,44.40789229689557,-100.21488562061928,crops
POINT (-89.63443616176195 42.58041953644513),12914,82,42.580419536445135,-89.63443616176195,crops
POINT (-95.62994768540308 45.96386483330015),23432,82,45.96386483330015,-95.62994768540308,crops
POINT (-96.49374880307266 46.3224884571249),14211,82,46.3224884571249,-96.49374880307266,crops
POINT (-79.3973246166903 35.49170239917656),9217,82,35.49170239917657,-79.3973246166903,crops
POINT (-78.97897822847567 36.27744486924949),2575,82,36.27744486924949,-78.97897822847568,crops
POINT (-100.7600094835102 39.39199918209572),18020,82,39.39199918209572,-100.76000948351023,crops
POINT (-99.72527714533128 41.41450026975824),6285,82,41.41450026975824,-99.72527714533129,crops
POINT (-78.05615637531189 42.87681244340536),19632,82,42.87681244340536,-78.05615637531189,crops
POINT (-85.23781700410343 41.65250139829371),11471,82,41.65250139829371,-85.23781700410345,crops
POINT (-96.16989008997658 48.14486360463876),14721,82,48.14486360463878,-96.16989008997658,crops
POINT (-90.27745903121543 36.84141985553509),8615,82,36.841419855535094,-90.27745903121544,crops
POINT (-101.4248115810169 37.31047925793163),10278,82,37.310479257931625,-101.42481158101688,crops
POINT (-79.53771615781295 34.64793079980449),6082,82,34.647930799804485,-79.53771615781295,crops
POINT (-91.20930589681998 32.76959011782876),6856,82,32.76959011782876,-91.20930589682,crops
POINT (-84.04997077038615 43.78714924249997),18775,82,43.78714924249997,-84.04997077038615,crops
POINT (-90.04678335265056 41.56721137958451),13599,82,41.567211379584506,-90.04678335265056,crops
POINT (-89.05497566057281 44.19366381826323),6973,82,44.193663818263225,-89.05497566057282,crops
POINT (-96.04659316847449 47.26119486485074),22075,82,47.261194864850744,-96.04659316847449,crops
POINT (-85.54662765504601 43.23311248323385),16915,82,43.23311248323385,-85.54662765504601,crops
POINT (-93.26999047246521 31.89463906274189),15950,82,31.89463906274189,-93.26999047246521,crops
POINT (-101.7859409973675 48.71404083283279),21360,82,48.71404083283279,-101.78594099736749,crops
POINT (-76.48474967357934 35.86472610393998),12435,82,35.86472610393998,-76.48474967357934,crops
POINT (-121.7054910645942 39.2465918440152),21538,82,39.2465918440152,-121.70549106459423,crops
POINT (-94.92584125376821 39.44662745376257),7035,82,39.44662745376258,-94.9258412537682,crops
POINT (-89.94879729334269 35.83277633829586),11068,82,35.83277633829586,-89.94879729334271,crops
POINT (-86.08631560262275 37.8350856224109),25480,82,37.8350856224109,-86.08631560262276,crops
POINT (-83.76089315012339 40.64051049766812),21725,82,40.64051049766813,-83.76089315012341,crops
POINT (-101.5053945492407 46.30759253368643),16668,82,46.30759253368643,-101.50539454924069,crops
POINT (-76.84868334107925 42.86360504999158),18933,82,42.86360504999158,-76.84868334107925,crops
POINT (-97.05513554134129 43.19237669420952),16033,82,43.19237669420953,-97.05513554134129,crops
POINT (-96.84380440497979 42.08774401803578),1,82,42.08774401803578,-96.8438044049798,crops
POINT (-96.8382230617888 43.65701451921268),48,82,43.65701451921267,-96.83822306178878,crops
POINT (-89.25157178553818 36.96437748653821),20722,82,36.96437748653821,-89.2515717855382,crops
POINT (-87.73447813791215 39.64453901952573),21706,82,39.64453901952573,-87.73447813791216,crops
POINT (-97.40488641375255 25.85289587602925),25633,82,25.852895876029248,-97.40488641375255,crops
POINT (-91.58650019487743 40.08168492135037),15098,82,40.08168492135037,-91.58650019487743,crops
POINT (-84.71141402835302 39.33131540815467),889,82,39.331315408154666,-84.71141402835302,crops
POINT (-97.83342088958068 45.92346324301556),25577,82,45.92346324301557,-97.8334208895807,crops
POINT (-91.88719610116074 31.47692849780181),14018,82,31.476928497801808,-91.88719610116074,crops
POINT (-102.6999520261228 32.97468322943104),22001,82,32.97468322943105,-102.69995202612282,crops
POINT (-101.6810481779674 37.61469482928334),5357,82,37.614694829283344,-101.68104817796741,crops
POINT (-115.9259278754713 42.79889703388654),20588,82,42.79889703388654,-115.92592787547129,crops
POINT (-95.80940654987259 43.53648704310064),2543,82,43.53648704310064,-95.80940654987259,crops
POINT (-121.5441058986659 37.95963627071535),17313,82,37.95963627071535,-121.54410589866592,crops
POINT (-90.05206466962935 35.41938210398864),11073,82,35.419382103988646,-90.05206466962935,crops
POINT (-84.79134177304402 41.35414860608212),17795,82,41.35414860608211,-84.79134177304401,crops
POINT (-101.8162928467145 38.67678759779235),3346,82,38.676787597792355,-101.81629284671448,crops
POINT (-88.26973823152105 39.97852992643524),21686,82,39.97852992643524,-88.26973823152106,crops
POINT (-90.2172733518896 33.82508590907148),8305,82,33.825085909071475,-90.21727335188959,crops
POINT (-101.3950994225923 33.58963330254318),2282,82,33.58963330254318,-101.39509942259228,crops
POINT (-91.99184974594036 41.22508087328391),13682,82,41.22508087328392,-91.99184974594036,crops
POINT (-97.54307341524212 45.86708600114817),25580,82,45.867086001148174,-97.54307341524212,crops
POINT (-87.44435625596719 38.37167007195039),5491,82,38.37167007195039,-87.4443562559672,crops
POINT (-86.79800721643083 41.49240735656549),3316,82,41.492407356565494,-86.79800721643083,crops
POINT (-83.41786400408317 40.05230586767885),21674,82,40.052305867678854,-83.41786400408317,crops
POINT (-111.5449767127776 48.1626794472506),3834,82,48.1626794472506,-111.54497671277758,crops
POINT (-97.94687238536824 35.07440571635465),24893,82,35.07440571635465,-97.94687238536824,crops
POINT (-96.26819367632015 42.47363488195529),19586,82,42.47363488195529,-96.26819367632015,crops
POINT (-92.6603713205614 43.01562604496864),16016,82,43.01562604496864,-92.66037132056141,crops
POINT (-95.59014490377973 40.37660724701618),4097,82,40.37660724701618,-95.59014490377972,crops
POINT (-90.35849023456211 33.71432271700881),18052,82,33.714322717008805,-90.35849023456213,crops
POINT (-88.36801849292004 40.30671267344035),21687,82,40.30671267344035,-88.36801849292006,crops
POINT (-102.7279963848445 38.91415784472928),1088,82,38.91415784472928,-102.72799638484449,crops
POINT (-87.71422717917193 38.97580467742568),3479,82,38.97580467742568,-87.71422717917194,crops
POINT (-94.48184735241477 40.73322884525609),17772,82,40.73322884525609,-94.48184735241476,crops
POINT (-85.07274086830735 40.30552791871697),10412,82,40.30552791871697,-85.07274086830735,crops
POINT (-95.10474533595172 44.35837462643989),25286,82,44.35837462643988,-95.1047453359517,crops
POINT (-94.64750658307021 41.33157377021829),5984,82,41.33157377021829,-94.6475065830702,crops
POINT (-96.15535782106504 46.09234726687977),17361,82,46.09234726687978,-96.15535782106504,crops
POINT (-96.01988331898536 40.7528527275465),4868,82,40.75285272754649,-96.01988331898536,crops
POINT (-99.92076206357855 40.20291735507304),22415,82,40.20291735507304,-99.92076206357856,crops
POINT (-95.29859089852428 44.48015880138039),25285,82,44.480158801380384,-95.29859089852428,crops
POINT (-96.4545051182557 45.05810347957969),25567,82,45.058103479579685,-96.45450511825571,crops
POINT (-93.6342528763373 43.58871874321642),3054,82,43.58871874321642,-93.6342528763373,crops
POINT (-85.86912053854159 39.89186961561353),10224,82,39.89186961561353,-85.8691205385416,crops
POINT (-95.6028177567237 42.5455080458999),26003,82,42.54550804589989,-95.60281775672371,crops
POINT (-95.92198474667161 43.68824216210633),2540,82,43.688242162106334,-95.9219847466716,crops
POINT (-103.1570866885126 42.12434176933836),10328,82,42.12434176933836,-103.15708668851265,crops
POINT (-98.0516360088122 44.93033849223056),22530,82,44.93033849223056,-98.0516360088122,crops
POINT (-76.14443250535732 39.19808553354426),17426,82,39.19808553354426,-76.14443250535732,crops
POINT (-97.83459136322037 47.11448613784391),3951,82,47.114486137843905,-97.83459136322037,crops
POINT (-76.24425711305516 36.27386648597914),6369,82,36.27386648597914,-76.24425711305516,crops
POINT (-96.80559989652977 41.0144645210211),35,82,41.014464521021104,-96.80559989652977,crops
POINT (-91.36677940110623 39.27536936953678),5743,82,39.27536936953677,-91.36677940110624,crops
POINT (-96.03002496828044 43.41800422572224),21494,82,43.41800422572225,-96.03002496828043,crops
POINT (-99.03187077663344 35.07555871932357),10707,82,35.07555871932357,-99.03187077663344,crops
POINT (-90.58033499750726 41.63195911635547),18144,82,41.631959116355475,-90.58033499750726,crops
POINT (-87.35568552078735 30.73260155365842),11682,82,30.732601553658412,-87.35568552078733,crops
POINT (-93.10224322079272 40.69025690602913),8132,82,40.690256906029134,-93.10224322079272,crops
POINT (-93.73476974088453 43.15281901405105),6333,82,43.15281901405105,-93.73476974088452,crops
POINT (-89.99336995020059 36.6263307647146),24723,82,36.6263307647146,-89.9933699502006,crops
POINT (-99.20473984306125 47.09051992416629),21743,82,47.09051992416629,-99.20473984306123,crops
POINT (-88.59088251699909 39.03651009573994),3207,82,39.036510095739935,-88.59088251699909,crops
POINT (-99.53353306016663 41.01269823597165),12155,82,41.012698235971655,-99.53353306016665,crops
POINT (-97.95946853727531 43.52024060627261),9323,82,43.52024060627261,-97.95946853727531,crops
POINT (-86.21973563752154 40.9719471992143),7588,82,40.9719471992143,-86.21973563752155,crops
POINT (-99.45642668246167 46.92000427703472),8027,82,46.92000427703472,-99.45642668246168,crops
POINT (-87.69478651380193 36.8115689673845),17395,82,36.81156896738449,-87.69478651380194,crops
POINT (-94.82298171717561 43.73772357825824),20885,82,43.73772357825824,-94.8229817171756,crops
POINT (-95.11735618331254 40.68696915857296),17911,82,40.68696915857296,-95.11735618331255,crops
POINT (-91.16182081114638 34.83964235494256),10966,82,34.83964235494256,-91.16182081114637,crops
POINT (-104.9499396679741 48.70691451850543),24614,82,48.70691451850543,-104.94993966797415,crops
POINT (-76.03011537180174 40.15388248906375),25058,82,40.15388248906375,-76.03011537180174,crops
POINT (-92.1347977211897 42.75524983480103),24004,82,42.75524983480103,-92.13479772118971,crops
POINT (-88.77756199850712 40.5989798881719),1319,82,40.598979888171904,-88.77756199850712,crops
POINT (-91.53994634610454 33.27209650994524),15007,82,33.27209650994524,-91.53994634610454,crops
POINT (-85.5082945439999 44.94456393605158),20142,82,44.94456393605158,-85.50829454399991,crops
POINT (-92.52464091251152 30.06970571251755),6829,82,30.069705712517553,-92.52464091251152,crops
POINT (-89.12940356898042 45.28115709593705),9413,82,45.28115709593706,-89.12940356898042,crops
POINT (-83.72191373134001 32.56873736811765),11486,82,32.568737368117645,-83.72191373134002,crops
POINT (-101.7217455165431 41.09980597616293),359,82,41.099805976162926,-101.72174551654312,crops
POINT (-95.31009283267332 41.37873158418093),17083,82,41.37873158418093,-95.31009283267332,crops
POINT (-92.16761712159592 30.26613667652332),6438,82,30.266136676523324,-92.16761712159591,crops
POINT (-100.5926012754066 43.73345559626607),19061,82,43.73345559626607,-100.5926012754066,crops
POINT (-83.55263766917027 40.3789564049838),4684,82,40.378956404983796,-83.55263766917027,crops
POINT (-99.53834166567408 38.69742862996436),2185,82,38.697428629964364,-99.53834166567408,crops
POINT (-77.20777116520831 36.70238665110647),23271,82,36.702386651106465,-77.20777116520831,crops
POINT (-75.41176570740863 39.59392118960366),22624,82,39.593921189603655,-75.41176570740863,crops
POINT (-88.12924181571309 38.42261053825906),24435,82,38.422610538259065,-88.1292418157131,crops
POINT (-99.2770603894662 37.753021073097),21010,82,37.753021073097,-99.27706038946621,crops
POINT (-96.96578213212371 36.32829965696298),11872,82,36.328299656962976,-96.96578213212369,crops
POINT (-98.42777775598269 35.85115357327768),10388,82,35.851153573277685,-98.42777775598269,crops
POINT (-92.41969493034436 30.67001638422954),9598,82,30.670016384229545,-92.41969493034435,crops
POINT (-97.09109822454036 44.83410709552307),13627,82,44.83410709552307,-97.09109822454036,crops
POINT (-96.54618812303458 30.69027088606871),1501,82,30.690270886068717,-96.54618812303457,crops
POINT (-90.55201264357626 41.14205688140711),3166,82,41.14205688140711,-90.55201264357626,crops
POINT (-93.72118637971185 42.04292182141283),16740,82,42.04292182141283,-93.72118637971184,crops
POINT (-96.06373595388544 38.37290000551003),1645,82,38.372900005510026,-96.06373595388544,crops
POINT (-84.03923772847639 41.18041809644519),3382,82,41.1804180964452,-84.03923772847641,crops
POINT (-82.84320291599859 41.50825059263536),7078,82,41.508250592635356,-82.84320291599859,crops
POINT (-97.39145288906631 37.21848779125018),11286,82,37.21848779125017,-97.39145288906631,crops
POINT (-102.3504594967271 34.97469261290623),18093,82,34.97469261290623,-102.35045949672713,crops
POINT (-98.60005295868682 41.57001932077485),2978,82,41.570019320774854,-98.6000529586868,crops
POINT (-91.81159768015669 40.87435958841631),11654,82,40.87435958841631,-91.81159768015671,crops
POINT (-75.17042990968523 39.43587420129504),18281,82,39.435874201295036,-75.17042990968523,crops
POINT (-80.23252276076306 34.36683370017268),6933,82,34.366833700172684,-80.23252276076306,crops
POINT (-84.63309603051376 40.82417238133295),5936,82,40.82417238133296,-84.63309603051377,crops
POINT (-79.11091577409741 34.94050303920049),4857,82,34.940503039200486,-79.1109157740974,crops
POINT (-93.00850628410228 43.96863273817286),3043,82,43.96863273817286,-93.00850628410228,crops
POINT (-104.4608664269202 39.84712606506385),10564,82,39.847126065063854,-104.46086642692025,crops
POINT (-89.37125942440565 40.26516329766189),21027,82,40.26516329766189,-89.37125942440565,crops
POINT (-94.78460463012219 40.5775521622047),17773,82,40.577552162204704,-94.7846046301222,crops
POINT (-79.2167639047702 34.66643284700839),1964,82,34.66643284700839,-79.2167639047702,crops
POINT (-98.2113270210258 39.62375023942059),10172,82,39.623750239420595,-98.2113270210258,crops
POINT (-99.65753635943886 34.97576294298798),6456,82,34.975762942987984,-99.65753635943886,crops
POINT (-88.51796867434116 43.38993208813468),16286,82,43.38993208813468,-88.51796867434116,crops
POINT (-96.0386230529637 43.57836576407639),2544,82,43.578365764076395,-96.0386230529637,crops
POINT (-94.21986486620703 40.6663909125113),2945,82,40.6663909125113,-94.21986486620705,crops
POINT (-89.96680427548878 36.34655887359457),24726,82,36.34655887359458,-89.96680427548878,crops
POINT (-85.5736052595194 38.65308260398097),3721,82,38.65308260398097,-85.57360525951941,crops
POINT (-87.93099456118341 40.02740346212677),16470,82,40.02740346212678,-87.93099456118341,crops
POINT (-74.90164953343515 40.27345846571328),21905,82,40.27345846571328,-74.90164953343515,crops
POINT (-77.70430548888402 42.9795102369329),17509,82,42.979510236932896,-77.70430548888402,crops
POINT (-86.07148856909306 43.54703270249312),11298,82,43.54703270249311,-86.07148856909305,crops
POINT (-93.20503016507462 42.35239162849195),16693,82,42.35239162849196,-93.20503016507462,crops
POINT (-118.446054326142 46.00143557568666),20714,82,46.001435575686656,-118.44605432614202,crops
POINT (-85.75571520218261 40.07660944806672),23063,82,40.07660944806672,-85.75571520218261,crops
POINT (-86.80114787611775 41.30598366277867),3312,82,41.305983662778665,-86.80114787611774,crops
POINT (-89.62512572850159 41.58808255654372),6104,82,41.58808255654372,-89.62512572850159,crops
POINT (-82.82978575239623 32.72448058717921),10960,82,32.724480587179215,-82.82978575239623,crops
POINT (-83.97616433882089 38.97156742052594),4649,82,38.971567420525936,-83.97616433882091,crops
POINT (-96.33727008618317 43.41834653537709),21490,82,43.41834653537709,-96.33727008618315,crops
POINT (-89.96210177986477 41.40372355789389),13590,82,41.40372355789389,-89.96210177986477,crops
POINT (-101.07311369278 39.69313754357695),18015,82,39.69313754357695,-101.07311369277996,crops
POINT (-95.95183626698946 29.26756031186554),6888,82,29.267560311865548,-95.95183626698946,crops
POINT (-101.5439000374852 33.12376905116796),8402,82,33.12376905116796,-101.54390003748516,crops
POINT (-92.57175147123307 40.41315232575128),20764,82,40.413152325751284,-92.57175147123309,crops
POINT (-96.43720658209612 42.14984266770962),10365,82,42.14984266770962,-96.43720658209612,crops
POINT (-91.06739289618204 42.32866701760702),6560,82,42.328667017607025,-91.06739289618204,crops
POINT (-94.04110200804645 43.55097023077708),17951,82,43.55097023077708,-94.04110200804644,crops
POINT (-95.06190917381615 40.92820781526635),13270,82,40.928207815266354,-95.06190917381615,crops
POINT (-75.72691478569152 38.64260941020869),7881,82,38.642609410208685,-75.72691478569152,crops
POINT (-99.13310713337687 41.50267935206742),22597,82,41.502679352067425,-99.13310713337688,crops
POINT (-121.6394380726958 38.98652639521163),21539,82,38.986526395211634,-121.6394380726958,crops
POINT (-85.34376966462722 38.20478260175321),20003,82,38.20478260175321,-85.34376966462722,crops
POINT (-82.48070274145434 40.8463660448993),6587,82,40.8463660448993,-82.48070274145434,crops
POINT (-99.87323470626532 46.04149617871088),9942,82,46.04149617871088,-99.87323470626532,crops
POINT (-90.25356580789217 40.31079692983742),3864,82,40.310796929837416,-90.25356580789214,crops
POINT (-96.46380245857297 42.04889221883185),10363,82,42.04889221883185,-96.46380245857296,crops
POINT (-88.40529899487962 40.11868697946854),21693,82,40.118686979468535,-88.40529899487963,crops
POINT (-98.41611034873799 47.08935930213632),3948,82,47.089359302136316,-98.416110348738,crops
POINT (-94.69014139418509 44.66950505675645),21861,82,44.66950505675645,-94.69014139418509,crops
POINT (-91.15657258570975 42.38620278378269),15856,82,42.386202783782686,-91.15657258570977,crops
POINT (-90.37076792852822 36.06646707283271),17168,82,36.066467072832715,-90.37076792852821,crops
POINT (-89.31925558044352 35.76158511897558),5671,82,35.761585118975574,-89.31925558044351,crops
POINT (-92.68271850093826 30.3653213814767),5440,82,30.365321381476694,-92.68271850093826,crops
POINT (-83.57659013366143 41.07306317802929),86,82,41.0730631780293,-83.57659013366144,crops
POINT (-95.79657063193602 44.71539010966105),15586,82,44.715390109661044,-95.79657063193602,crops
POINT (-99.99727458775806 37.86006627608251),12165,82,37.860066276082506,-99.99727458775807,crops
POINT (-95.58911964113241 44.8569279702977),17442,82,44.8569279702977,-95.58911964113241,crops
POINT (-89.70331167744681 40.11925985503815),7548,82,40.119259855038145,-89.7033116774468,crops
POINT (-104.6239911089291 47.60730576707273),21056,82,47.607305767072724,-104.6239911089291,crops
POINT (-83.61636536648075 39.17367277207874),12021,82,39.173672772078746,-83.61636536648075,crops
POINT (-83.30579487585051 40.95218924610708),25888,82,40.952189246107075,-83.30579487585051,crops
POINT (-88.76616474832652 42.13233855491526),6319,82,42.13233855491528,-88.76616474832652,crops
POINT (-94.68967206655064 39.76808545601037),7042,82,39.76808545601037,-94.68967206655064,crops
POINT (-92.24198798855939 45.16773770480128),24915,82,45.16773770480128,-92.2419879885594,crops
POINT (-99.56700613566461 45.95832243965192),9940,82,45.958322439651916,-99.5670061356646,crops
POINT (-99.88753223841795 41.11551435003147),6288,82,41.11551435003147,-99.88753223841795,crops
POINT (-96.83684146204243 46.74004652586265),12187,82,46.740046525862645,-96.83684146204244,crops
POINT (-120.0675610532726 36.0636374205194),4692,82,36.0636374205194,-120.06756105327258,crops
POINT (-95.29375473592818 40.94349256672862),13267,82,40.943492566728615,-95.29375473592819,crops
POINT (-95.59869350230456 33.9072716013918),3258,82,33.9072716013918,-95.59869350230456,crops
POINT (-86.16755700718049 40.0738217206605),3329,82,40.0738217206605,-86.16755700718048,crops
POINT (-98.16767472729292 40.34453680886594),41,82,40.34453680886594,-98.16767472729292,crops
POINT (-84.5540168679123 40.71702423630173),26076,82,40.717024236301725,-84.5540168679123,crops
POINT (-90.40745918769218 35.14275497371059),15183,82,35.14275497371059,-90.40745918769218,crops
POINT (-90.87066595990956 35.41764788646787),12513,82,35.41764788646787,-90.87066595990956,crops
POINT (-95.5960411309641 42.4324182756423),25997,82,42.43241827564229,-95.59604113096408,crops
POINT (-95.44283244308481 40.46449498834232),4095,82,40.46449498834232,-95.4428324430848,crops
POINT (-96.4143944615918 46.63298027746026),5663,82,46.63298027746026,-96.4143944615918,crops
POINT (-97.36280367641974 40.32548317268184),2996,82,40.32548317268184,-97.36280367641973,crops
POINT (-84.88709988298388 41.95258308070984),22490,82,41.95258308070984,-84.88709988298388,crops
POINT (-97.16595242358586 43.66273707000456),4176,82,43.66273707000456,-97.16595242358585,crops
POINT (-97.41774918472748 47.77209448649228),3304,82,47.77209448649228,-97.41774918472748,crops
POINT (-96.17383169729708 43.89682666222627),21841,82,43.896826662226275,-96.17383169729708,crops
POINT (-97.74204469675384 43.17445620708906),755,82,43.174456207089065,-97.74204469675385,crops
POINT (-95.09214981277238 41.96095535823326),1662,82,41.960955358233264,-95.09214981277236,crops
POINT (-93.21208746852537 43.29287260167975),3680,82,43.292872601679754,-93.21208746852535,crops
POINT (-77.97971462193158 42.94363819829332),19631,82,42.94363819829332,-77.97971462193158,crops
POINT (-93.57574936690231 45.16045653696754),22163,82,45.16045653696754,-93.57574936690231,crops
POINT (-83.87075881360821 40.39672975264525),4687,82,40.39672975264525,-83.8707588136082,crops
POINT (-87.52841392925554 39.55833641215195),10883,82,39.558336412151945,-87.52841392925555,crops
POINT (-92.36232034109742 40.18535840138956),16458,82,40.18535840138957,-92.36232034109743,crops
POINT (-86.47568140894337 39.95475552549708),18126,82,39.95475552549708,-86.47568140894337,crops
POINT (-100.0177495818517 34.40826360164505),15687,82,34.408263601645054,-100.01774958185172,crops
POINT (-92.75902741432151 42.94629034169485),16018,82,42.94629034169485,-92.75902741432152,crops
POINT (-101.2164666940592 34.05915733422761),6895,82,34.059157334227606,-101.21646669405924,crops
POINT (-97.32500565622492 43.63806970764407),4175,82,43.63806970764407,-97.32500565622492,crops
POINT (-97.0267000839672 43.75306268481683),51,82,43.753062684816825,-97.02670008396721,crops
POINT (-77.86244793224125 39.62295851340185),22619,82,39.622958513401855,-77.86244793224125,crops
POINT (-96.58780665070083 46.03863120029835),14858,82,46.03863120029835,-96.58780665070084,crops
POINT (-89.45481605479227 42.66019634026886),12915,82,42.66019634026886,-89.45481605479227,crops
